"Name.x","Beer_ID","ABV","IBU","Brew_ID","Style","Ounces","Name.y","City","State"
"Trauger Pilsner",1757,0.048,35,326,"German Pilsener",12,"Neshaminy Creek Brewing Company","Croydon"," PA"
"Slimy Pebble Pils",1304,0.045,35,432,"German Pilsener",12,"North Country Brewing Company","Slippery Rock"," PA"
"Walter's Premium Pilsener Beer",541,0.045,35,530,"German Pilsener",12,"Northwoods Brewpub","Eau Claire"," WI"
"People's Pilsner",1794,0.045,35,206,"German Pilsener",12,"People's Brewing Company","Lafayette"," IN"
"Hans' Pils (2015)",1091,0.053,52,129,"German Pilsener",12,"Real Ale Brewing Company","Blanco"," TX"
"Freestyle Pilsner",304,0.055,35,393,"German Pilsener",12,"Santa Fe Brewing Company","Santa Fe"," NM"
"Nooner",2474,0.052,35,84,"German Pilsener",12,"Sierra Nevada Brewing Company","Chico"," CA"
"The Crisp",1388,0.054,42,47,"German Pilsener",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"The Crisp (2011)",425,0.054,42,47,"German Pilsener",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"Pikeland Pils",21,0.049,44,372,"German Pilsener",12,"Sly Fox Brewing Company","Pottstown"," PA"
"Starr Pils",1544,0.042,20,384,"German Pilsener",12,"Starr Hill Brewery","Crozet"," VA"
"Popcorn Pilsner",1314,0.054,35,26,"German Pilsener",16,"Sun King Brewing Company","Indianapolis"," IN"
"Take Two Pils",2568,0.055,35,50,"German Pilsener",12,"SweetWater Brewing Company","Atlanta"," GA"
"KÃ¶ld Lager (2010)",105,0.05,16,46,"German Pilsener",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Ol' Factory Pils",1169,0.05,35,436,"German Pilsener",12,"Two Roads Brewing Company","Stratford"," CT"
"Pilsner Ukiah",98,0.055,35,556,"German Pilsener",12,"Ukiah Brewing Company","Ukiah"," CA"
"Blood Orange Gose",2291,0.042,10,172,"Gose",12,"Anderson Valley Brewing Company","Boonville"," CA"
"the Kimmie, the Yink and the Holy Gose",1738,0.048,10,172,"Gose",12,"Anderson Valley Brewing Company","Boonville"," CA"
"Mo's Gose",1172,0.052,10,462,"Gose",16,"Armstrong Brewing Company","South San Francisco"," CA"
"Here Gose Nothin'",2021,0.05,12,58,"Gose",12,"Destihl Brewery","Bloomington"," IL"
"Gose",2584,0.046,8,42,"Gose",16,"Lost Nation Brewing","East Fairfield"," VT"
"18th Anniversary Gose",2370,0.044,5,129,"Gose",12,"Real Ale Brewing Company","Blanco"," TX"
"Gose",2580,0.035,10,43,"Gose",16,"Rising Tide Brewing Company","Portland"," ME"
"Jammer",2479,0.042,16,47,"Gose",12,"Sixpoint Craft Ales","Brooklyn"," NY"
"Old Pro",2506,0.042,10,72,"Gose",12,"Union Craft Brewing","Baltimore"," MD"
"Westbrook Gose",1312,0.04,5,385,"Gose",12,"Westbrook Brewing Company","Mt. Pleasant"," SC"
"Grisette",1363,0.056,25,372,"Grisette",12,"Sly Fox Brewing Company","Pottstown"," PA"
"On the Count of 3 (2015)",1778,0.07,42,293,"Hefeweizen",16,"Baxter Brewing Company","Lewiston"," ME"
"Big Bend Hefeweizen",1155,0.056,15,464,"Hefeweizen",12,"Big Bend Brewing Company","Alpine"," TX"
"Black Market Hefeweizen",1897,0.05,8,113,"Hefeweizen",12,"Black Market Brewing Company","Temecula"," CA"
"Bozone Hefe Weizen",1288,0.06,25,220,"Hefeweizen",12,"Bozeman Brewing Company","Bozeman"," MT"
"Heinnieweisse Weissebier",52,0.049,15,557,"Hefeweizen",12,"Butternuts Beer and Ale","Garrattsville"," NY"
"El Hefe Speaks",1263,0.053,11,228,"Hefeweizen",12,"DC Brau Brewing Company","Washington"," DC"
"Weissenheimer",2550,0.052,16,58,"Hefeweizen",12,"Destihl Brewery","Bloomington"," IL"
"Dry Dock Hefeweizen",872,0.043,12,497,"Hefeweizen",12,"Dry Dock Brewing Company","Aurora"," CO"
"Golden Road Hefeweizen",1489,0.046,15,241,"Hefeweizen",16,"Golden Road Brewing","Los Angeles"," CA"
"Golden Road Hefeweizen (2012)",548,0.046,15,241,"Hefeweizen",16,"Golden Road Brewing","Los Angeles"," CA"
"Laka Laka Pineapple",2384,0.051,17,121,"Hefeweizen",12,"Horny Goat Brew Pub","Milwaukee"," WI"
"Healani",2480,0.045,15,33,"Hefeweizen",12,"James Page Brewing Company","Stevens Point"," WI"
"Weize Guy",2060,0.05,15,234,"Hefeweizen",12,"Joseph James Brewing Company","Henderson"," NV"
"Weisse Versa (2012)",2374,0.052,16,126,"Hefeweizen",12,"Karbach Brewing Company","Houston"," TX"
"Weisse Versa",464,0.052,15,126,"Hefeweizen",12,"Karbach Brewing Company","Houston"," TX"
"King Street Hefeweizen",1666,0.057,10,103,"Hefeweizen",12,"King Street Brewing Company","Anchorage"," AK"
"A Slice of Hefen",1741,0.054,15,333,"Hefeweizen",16,"La Cumbre Brewing Company","Albuquerque"," NM"
"Beach Cruiser",2547,0.045,15,60,"Hefeweizen",12,"Latitude 42 Brewing Company","Portage"," MI"
"Miner's Gold Hefeweizen",472,0.05,15,538,"Hefeweizen",12,"Lewis and Clark Brewing Company","Helena"," MT"
"Shotgun Betty",2327,0.058,11,150,"Hefeweizen",12,"Lonerider Brewing Company","Raleigh"," NC"
"Hips Don't Lie",1204,0.062,15,457,"Hefeweizen",16,"Lucette Brewing Company","Menominie"," WI"
"Elder Betty",1113,0.055,13,304,"Hefeweizen",12,"Magic Hat Brewing Company","South Burlington"," VT"
"Sunny Haze",408,0.05,15,541,"Hefeweizen",12,"Mother Earth Brewing Company","Kinston"," NC"
"Dry Heat Hefeweizen (2006)",131,0.055,15,508,"Hefeweizen",12,"Mudshark Brewing Company","Lake Havasu City"," AZ"
"EOS Hefeweizen",1147,0.048,10,338,"Hefeweizen",12,"Nebraska Brewing Company","Papillion"," NE"
"Heliocentric Hefeweizen",1721,0.047,15,149,"Hefeweizen",12,"Odyssey Beerwerks","Arvada"," CO"
"Helios Hefeweizen (2013)",1430,0.047,15,149,"Hefeweizen",12,"Odyssey Beerwerks","Arvada"," CO"
"Pyramid Hefeweizen (2011)",399,0.052,18,545,"Hefeweizen",12,"Pyramid Breweries","Seattle"," WA"
"Haywire Hefeweizen (2010)",82,0.052,18,545,"Hefeweizen",16,"Pyramid Breweries","Seattle"," WA"
"SanTan HefeWeizen",1072,0.05,15,31,"Hefeweizen",12,"SanTan Brewing Company","Chandler"," AZ"
"SanTan HefeWeizen (2010)",286,0.05,15,31,"Hefeweizen",12,"SanTan Brewing Company","Chandler"," AZ"
"Schlafly Hefeweizen",588,0.041,16,429,"Hefeweizen",12,"Schlafly Brewing Company","Saint Louis"," MO"
"Royal Weisse Ale",22,0.056,11,372,"Hefeweizen",12,"Sly Fox Brewing Company","Pottstown"," PA"
"Waterkeeper",2551,0.057,15,50,"Hefeweizen",12,"SweetWater Brewing Company","Atlanta"," GA"
"TailGate Hefeweizen",623,0.049,28,450,"Hefeweizen",24,"TailGate Beer","San Diego"," CA"
"TailGate Hefeweizen",361,0.049,28,450,"Hefeweizen",12,"TailGate Beer","San Diego"," CA"
"No Limits Hefeweizen",1285,0.05,15,436,"Hefeweizen",16,"Two Roads Brewing Company","Stratford"," CT"
"Hefe Black",1837,0.049,30,297,"Hefeweizen",12,"Widmer Brothers Brewing Company","Portland"," OR"
"Widmer Brothers Hefeweizen",1836,0.049,30,297,"Hefeweizen",12,"Widmer Brothers Brewing Company","Portland"," OR"
"Original Orange Blossom Ale (Current)",27,0.058,35,531,"Herbed / Spiced Beer",16,"Buckbean Brewing Company","Reno"," NV"
"Chai Ale",1649,0.051,15,351,"Herbed / Spiced Beer",16,"Central Coast Brewing Company","San Luis Obispo"," CA"
"MjÃ¶llnir",1804,0.066,15,213,"Herbed / Spiced Beer",12,"Crow Peak Brewing Company","Spearfish"," SD"
"UFO Gingerland",2059,0.052,15,235,"Herbed / Spiced Beer",12,"Harpoon Brewery","Boston"," MA"
"Rosa Hibiscus Ale",609,0.058,15,45,"Herbed / Spiced Beer",12,"Revolution Brewing Company","Chicago"," IL"
"Fistmas Ale",418,0.061,31,45,"Herbed / Spiced Beer",12,"Revolution Brewing Company","Chicago"," IL"
"Rail Slide Imperial Spiced Ale",839,0.081,15,31,"Herbed / Spiced Beer",12,"SanTan Brewing Company","Chandler"," AZ"
"Bermuda Triangle Ginger Beer",1554,0.045,15,382,"Herbed / Spiced Beer",12,"Swashbuckler Brewing Company","Manheim"," PA"
"Christmas Ale",2439,0.09,15,101,"Herbed / Spiced Beer",12,"West Sixth Brewing","Lexington"," KY"
"Lucky Buck",1890,0.04,34,282,"Irish Dry Stout",16,"Bolero Snort Brewery","Ridgefield Park"," NJ"
"Chuli Stout",1213,0.059,55,454,"Irish Dry Stout",12,"Denali Brewing Company","Talkeetna"," AK"
"Dolores River Dry Stout",447,0.049,20,532,"Irish Dry Stout",16,"Dolores River Brewery","Dolores"," CO"
"Ring of Dingle",1128,0.071,27,26,"Irish Dry Stout",16,"Sun King Brewing Company","Indianapolis"," IN"
"Mystical Stout",826,0.054,30.5,500,"Irish Dry Stout",16,"Wildwood Brewing Company","Stevensville"," MT"
"Rollin Dirty Red Ale",1800,0.05,21,309,"Irish Red Ale",12,"Brew Bus Brewing","Tampa"," FL"
"Single Engine Red",929,0.058,46,454,"Irish Red Ale",12,"Denali Brewing Company","Talkeetna"," AK"
"Owney Irish Style Red Ale",1064,0.05,30,366,"Irish Red Ale",16,"Great River Brewery","Davenport"," IA"
"Roller Dam Red Ale",864,0.054,30,366,"Irish Red Ale",16,"Great River Brewery","Davenport"," IA"
"Roller Dam Red Ale (2010)",189,0.054,30,366,"Irish Red Ale",16,"Great River Brewery","Davenport"," IA"
"BRIK Irish Red Ale",365,0.048,26.5,441,"Irish Red Ale",16,"MillKing It Productions","Royal Oak"," MI"
"Station 33 Firehouse Red",1305,0.055,26.5,432,"Irish Red Ale",12,"North Country Brewing Company","Slippery Rock"," PA"
"Rustic Red",1268,0.052,23,442,"Irish Red Ale",16,"Pateros Creek Brewing Company","Fort Collins"," CO"
"Santa Fe Irish Red Ale",599,0.045,26.5,393,"Irish Red Ale",12,"Santa Fe Brewing Company","Santa Fe"," NM"
"Fat Badger",1633,0.058,26.5,176,"Irish Red Ale",12,"Spiteful Brewing Company","Chicago"," IL"
"Hydraulion Red",1913,0.053,22,274,"Irish Red Ale",12,"Three Notch'd Brewing Company","Charlottesville"," VA"
"Rivet Irish Red Ale",950,0.051,22,18,"Irish Red Ale",16,"Tin Man Brewing Company","Evansville"," IN"
"Honey Kolsch",2217,0.046,15,28,"KÃ¶lsch",16,"450 North Brewing Company","Columbus"," IN"
"Kentucky KÃ¶lsch",1535,0.043,22,389,"KÃ¶lsch",16,"Alltech's Lexington Brewing Company","Lexington"," KY"
"Rocket Girl",550,0.032,27,529,"KÃ¶lsch",12,"Asheville Brewing Company","Asheville"," NC"
"Aslan KÃ¶lsch",1640,0.048,22,354,"KÃ¶lsch",16,"Aslan Brewing Company","Bellingham"," WA"
"Ballast Point Pale Ale",1401,0.052,23,35,"KÃ¶lsch",12,"Ballast Point Brewing Company","San Diego"," CA"
"KÃ¶lsch 151",1408,0.049,16,415,"KÃ¶lsch",12,"Blue Mountain Brewery","Arrington"," VA"
"Post Time KÃ¶lsch",2204,0.05,22,196,"KÃ¶lsch",16,"Breakside Brewery","Portland"," OR"
"32Â°/50Â° KÃ¶lsch ",2654,0.048,22,6,"KÃ¶lsch",16,"COAST Brewing Company","Charleston"," SC"
"Sky Blue Golden Ale",427,0.051,22,180,"KÃ¶lsch",12,"Carolina Brewery","Pittsboro"," NC"
"Killer Kolsch",2055,0.05,22,237,"KÃ¶lsch",12,"Champion Brewing Company","Charlottesville"," VA"
"Enlighten",2019,0.045,22,251,"KÃ¶lsch",16,"Chapman's Brewing","Angola"," IN"
"Rhode Island Blueberry",2438,0.046,11,102,"KÃ¶lsch",12,"Coastal Extreme Brewing Company","Newport"," RI"
"Heiner Brau KÃ¶lsch",129,0.05,22,554,"KÃ¶lsch",12,"Covington Brewhouse","Covington"," LA"
"Summertime Ale",681,0.052,23,473,"KÃ¶lsch",16,"Crystal Springs Brewing Company","Boulder"," CO"
"Geary's Summer Ale",1311,0.06,22,324,"KÃ¶lsch",12,"D.L. Geary Brewing Company","Portland"," ME"
"Laimas KÃ¶lsch Style Ale",1452,0.05,20,406,"KÃ¶lsch",16,"Fate Brewing Company","Boulder"," CO"
"FMB 101",1968,0.048,20,37,"KÃ¶lsch",12,"Figueroa Mountain Brewing Company","Buellton"," CA"
"KSA",2659,0.046,17,5,"KÃ¶lsch",12,"Fort Point Beer Company","San Francisco"," CA"
"Sunbru KÃ¶lsch",2309,0.052,17,161,"KÃ¶lsch",12,"Four Peaks Brewing Company","Tempe"," AZ"
"Sunbru KÃ¶lsch",178,0.052,22,161,"KÃ¶lsch",12,"Four Peaks Brewing Company","Tempe"," AZ"
"Gateway Kolsch Style Ale",1300,0.053,32,434,"KÃ¶lsch",12,"French Broad Brewery","Asheville"," NC"
"Cabrillo KÃ¶lsch",1034,0.05,22,241,"KÃ¶lsch",16,"Golden Road Brewing","Los Angeles"," CA"
"Harpoon Summer Beer",1380,0.05,28,235,"KÃ¶lsch",12,"Harpoon Brewery","Boston"," MA"
"Harpoon Summer Beer (2012)",769,0.05,28,235,"KÃ¶lsch",12,"Harpoon Brewery","Boston"," MA"
"Harpoon Summer Beer (2010)",192,0.05,28,235,"KÃ¶lsch",12,"Harpoon Brewery","Boston"," MA"
"Love Street Summer Seasonal (2014)",1235,0.047,20,126,"KÃ¶lsch",12,"Karbach Brewing Company","Houston"," TX"
"Lancaster German Style KÃ¶lsch",195,0.048,28,546,"KÃ¶lsch",12,"Lancaster Brewing Company","Lancaster"," PA"
"Yellowstone Golden Ale",475,0.051,22,538,"KÃ¶lsch",12,"Lewis and Clark Brewing Company","Helena"," MT"
"LIFT",1816,0.047,11,92,"KÃ¶lsch",12,"Madtree Brewing Company","Cincinnati"," OH"
"Claritas",2662,0.058,28,4,"KÃ¶lsch",16,"Mike Hess Brewing Company","San Diego"," CA"
"Occidental KÃ¶lsch",1081,0.045,22,201,"KÃ¶lsch",16,"Occidental Brewing Company","Portland"," OR"
"Old Town Ale",696,0.045,22,442,"KÃ¶lsch",16,"Pateros Creek Brewing Company","Fort Collins"," CO"
"Side Kick KÃ¶lsch",1087,0.05,22,469,"KÃ¶lsch",12,"Peace Tree Brewing Company","Knoxville"," IA"
"Dog Days Summer Ale",1552,0.045,28,165,"KÃ¶lsch",12,"Round Guys Brewing","Lansdale"," PA"
"Saint Archer Blonde",1864,0.048,22,289,"KÃ¶lsch",12,"Saint Archer Brewery","San Diego"," CA"
"Thanksgiving Ale",1798,0.05,22,310,"KÃ¶lsch",12,"Sockeye Brewing Company","Boise"," ID"
"Kol' Beer",1969,0.05,22,258,"KÃ¶lsch",16,"South Austin Brewery","South Austin"," TX"
"Colorado KÃ¶lsch",92,0.049,17,120,"KÃ¶lsch",12,"Steamworks Brewing Company","Durango"," CO"
"Three Kings Ale",650,0.049,13,132,"KÃ¶lsch",12,"Stevens Point Brewery","Stevens Point"," WI"
"Sand Island Lighthouse",1410,0.051,25,413,"KÃ¶lsch",12,"Straight to Ale","Huntsville"," AL"
"Kolschtal Eddy",2035,0.055,22,34,"KÃ¶lsch",16,"The Dudes' Brewing Company","Torrance"," CA"
"Easy Day Kolsch",1514,0.045,25,200,"KÃ¶lsch",12,"Worthy Brewing Company","Bend"," OR"
"House Lager",2673,0.052,18,3,"Keller Bier / Zwickel Bier",16,"Jack's Abby Craft Lagers","Framingham"," MA"
"Luchesa Lager",2070,0.048,35,185,"Keller Bier / Zwickel Bier",12,"Oasis Texas Brewing Company","Austin"," TX"
"Hell",14,0.051,20,62,"Keller Bier / Zwickel Bier",16,"Surly Brewing Company","Brooklyn Center"," MN"
"Shark Tracker Light lager",2338,0.048,12,146,"Light Lager",12,"Cisco Brewers","Nantucket"," MA"
"Sankaty Light Lager",359,0.038,12,146,"Light Lager",12,"Cisco Brewers","Nantucket"," MA"
"Saranac Adirondack Light (2002)",959,0.045,12,300,"Light Lager",12,"Matt Brewing Company","Utica"," NY"
"DAX Light (1998)",958,0.045,12,300,"Light Lager",12,"Matt Brewing Company","Utica"," NY"
"Minhas Light (2012)",2358,0.04,12,135,"Light Lager",12,"Minhas Craft Brewery","Monroe"," WI"
"Boxer Light",2275,0.042,12,135,"Light Lager",12,"Minhas Craft Brewery","Monroe"," WI"
"Up River Light",326,0.042,12,508,"Light Lager",12,"Mudshark Brewing Company","Lake Havasu City"," AZ"
"Gansett Light",2345,0.037,10,144,"Light Lager",16,"Narragansett Brewing Company","Providence"," RI"
"HavanÃ¼ther",1526,0.041,12,391,"Light Lager",16,"Orlison Brewing Company","Airway Heights"," WA"
"Lobo Lito",2238,0.04,12,188,"Light Lager",12,"Pedernales Brewing Company","Fredericksburg"," TX"
"Montauk Light",2024,0.035,12,250,"Light Lager",12,"Southampton Publick House","Southampton"," NY"
"American Light",2231,0.032,13,130,"Light Lager",12,"Straub Brewery","St Mary's"," PA"
"Scotty K NA",606,0.001,0,523,"Low Alcohol Beer",16,"Uncommon Brewers","Santa Cruz"," CA"
"OktoberBeast",1579,0.072,22,361,"MÃ¤rzen / Oktoberfest",12,"Aviator Brewing Company","Fuquay-Varina"," NC"
"Gyptoberfest",1613,0.056,26,108,"MÃ¤rzen / Oktoberfest",12,"Bonfire Brewing Company","Eagle"," CO"
"Samuel Adams Octoberfest",1281,0.053,15,301,"MÃ¤rzen / Oktoberfest",12,"Boston Beer Company","Boston"," MA"
"Oktoberfest",2079,0.055,40,227,"MÃ¤rzen / Oktoberfest",16,"Chatham Brewing","Chatham"," NY"
"Oktoberfest",2011,0.055,23.5,142,"MÃ¤rzen / Oktoberfest",12,"Cigar City Brewing Company","Tampa"," FL"
"Great Crescent Oktoberfest Lager",930,0.057,25,166,"MÃ¤rzen / Oktoberfest",16,"Great Crescent Brewery","Aurora"," IN"
"Oktoberfest",539,0.059,25,366,"MÃ¤rzen / Oktoberfest",16,"Great River Brewery","Davenport"," IA"
"Autumn Winds Fest Beer",2461,0.058,23.5,87,"MÃ¤rzen / Oktoberfest",16,"Grey Sail Brewing Company","Westerly"," RI"
"Autumn Winds",1567,0.058,23.5,380,"MÃ¤rzen / Oktoberfest",16,"Grey Sail Brewing of Rhode Island","Westerly"," RI"
"Harpoon Octoberfest",1313,0.055,30,235,"MÃ¤rzen / Oktoberfest",12,"Harpoon Brewery","Boston"," MA"
"AARGHtoberfest!",989,0.06,30,480,"MÃ¤rzen / Oktoberfest",12,"Heavy Seas Beer","Halethorpe"," MD"
"Oktoberfest",2383,0.06,23.5,121,"MÃ¤rzen / Oktoberfest",16,"Horny Goat Brew Pub","Milwaukee"," WI"
"Karbachtoberfest",1458,0.055,25,126,"MÃ¤rzen / Oktoberfest",12,"Karbach Brewing Company","Houston"," TX"
"Manayunk Oktoberfest",1626,0.067,23.5,357,"MÃ¤rzen / Oktoberfest",12,"Manayunk Brewing Company","Philadelphia"," PA"
"Morgan Street Oktoberfest",1617,0.049,24,327,"MÃ¤rzen / Oktoberfest",12,"Morgan Street Brewery","Saint Louis"," MO"
"Narragansett Fest Lager",314,0.055,15,144,"MÃ¤rzen / Oktoberfest",16,"Narragansett Brewing Company","Providence"," RI"
"Oktoberfest Revolution",417,0.057,25,45,"MÃ¤rzen / Oktoberfest",12,"Revolution Brewing Company","Chicago"," IL"
"Franz",1992,0.052,21,94,"MÃ¤rzen / Oktoberfest",12,"Rhinegeist Brewery","Cincinnati"," OH"
"Oktoberfest",2373,0.062,23.5,44,"MÃ¤rzen / Oktoberfest",12,"Rivertowne Brewing Company","Export"," PA"
"Oktoberfest",1995,0.055,23.5,31,"MÃ¤rzen / Oktoberfest",12,"SanTan Brewing Company","Chandler"," AZ"
"Santa Fe Oktoberfest",307,0.06,38,393,"MÃ¤rzen / Oktoberfest",12,"Santa Fe Brewing Company","Santa Fe"," NM"
"Oktoberfest Lager",166,0.058,25,372,"MÃ¤rzen / Oktoberfest",12,"Sly Fox Brewing Company","Pottstown"," PA"
"Socktoberfest",1482,0.06,23.5,310,"MÃ¤rzen / Oktoberfest",16,"Sockeye Brewing Company","Boise"," ID"
"Festie",369,0.048,12,384,"MÃ¤rzen / Oktoberfest",12,"Starr Hill Brewery","Crozet"," VA"
"Point Oktoberfest",1357,0.057,15,132,"MÃ¤rzen / Oktoberfest",16,"Stevens Point Brewery","Stevens Point"," WI"
"Point Oktoberfest",456,0.057,15,132,"MÃ¤rzen / Oktoberfest",12,"Stevens Point Brewery","Stevens Point"," WI"
"Sun King Oktoberfest",874,0.055,23,26,"MÃ¤rzen / Oktoberfest",16,"Sun King Brewing Company","Indianapolis"," IN"
"Sun King Oktoberfest (2011)",526,0.055,23,26,"MÃ¤rzen / Oktoberfest",16,"Sun King Brewing Company","Indianapolis"," IN"
"Atom Smasher",1042,0.077,23,75,"MÃ¤rzen / Oktoberfest",12,"Two Brothers Brewing Company","Warrenville"," IL"
"Westfield Octoberfest",1645,0.057,22,352,"MÃ¤rzen / Oktoberfest",12,"Westfield River Brewing Company","Westfield"," MA"
"Roler Bock (Current)",504,0.072,27.5,531,"Maibock / Helles Bock",16,"Buckbean Brewing Company","Reno"," NV"
"Rumspringa Golden Bock",392,0.066,30,546,"Maibock / Helles Bock",12,"Lancaster Brewing Company","Lancaster"," PA"
"Yonder Bock",1919,0.06,27.5,84,"Maibock / Helles Bock",12,"Sierra Nevada Brewing Company","Chico"," CA"
"Sockeye Maibock",1181,0.064,27.5,310,"Maibock / Helles Bock",12,"Sockeye Brewing Company","Boise"," ID"
"Humbucker Helles",2367,0.047,25,127,"Maibock / Helles Bock",16,"Uncle Billy's Brewery and Smokeh...","Austin"," TX"
"35 K",2684,0.077,25,2,"Milk / Sweet Stout",16,"Against the Grain Brewery","Louisville"," KY"
"Moo Thunder Stout",50,0.049,25.5,557,"Milk / Sweet Stout",12,"Butternuts Beer and Ale","Garrattsville"," NY"
"Autocrat Coffee Milk Stout",1775,0.053,30,144,"Milk / Sweet Stout",16,"Narragansett Brewing Company","Providence"," RI"
"Maggie's Leap",2691,0.049,26,1,"Milk / Sweet Stout",16,"NorthGate Brewing ","Minneapolis"," MN"
"Black Bay Milk Stout",1797,0.05,25.5,311,"Milk / Sweet Stout",12,"Pine Street Brewery","San Francisco"," CA"
"Milkshake Stout",363,0.05,25.5,230,"Milk / Sweet Stout",16,"Rochester Mills Brewing Company","Rochester"," MI"
"Lily Flagg Milk Stout",925,0.05,30,413,"Milk / Sweet Stout",12,"Straight to Ale","Huntsville"," AL"
"Buffalo Sweat",765,0.05,20,46,"Milk / Sweet Stout",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Buffalo Sweat (2010)",102,0.05,20,46,"Milk / Sweet Stout",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Milk Mustachio Stout",1937,0.065,25.5,266,"Milk / Sweet Stout",12,"Tractor Brewing Company","Albuquerque"," NM"
"Dirtbag Dunkel",1184,0.049,21,108,"Munich Dunkel Lager",16,"Bonfire Brewing Company","Eagle"," CO"
"Mother in Lager",1560,0.058,25,126,"Munich Dunkel Lager",12,"Karbach Brewing Company","Houston"," TX"
"Dead Eye Dunkel",1462,0.06,15,136,"Munich Dunkel Lager",12,"Pug Ryan's Brewery","Dillon"," CO"
"Dunkel Lager",23,0.053,21,372,"Munich Dunkel Lager",12,"Sly Fox Brewing Company","Pottstown"," PA"
"Atwater's Lager",527,0.05,12,73,"Munich Helles Lager",12,"Atwater Brewery","Detroit"," MI"
"Longfin Lager",1019,0.046,18,35,"Munich Helles Lager",12,"Ballast Point Brewing Company","San Diego"," CA"
"Bomb Lager (New Recipe)",577,0.051,18,526,"Munich Helles Lager",12,"Bomb Beer Company","New York"," NY"
"Bomb Lager (Old Recipe)",513,0.045,27,526,"Munich Helles Lager",12,"Bomb Beer Company","New York"," NY"
"Cleveland Beer Week 2013",1627,0.053,18,358,"Munich Helles Lager",16,"Buckeye Brewing","Cleveland"," OH"
"Lake House",2225,0.046,18,193,"Munich Helles Lager",12,"Capital Brewery","Middleton"," WI"
"Lake House",1910,0.046,18,193,"Munich Helles Lager",16,"Capital Brewery","Middleton"," WI"
"Hotter Than Helles Lager",570,0.05,18,142,"Munich Helles Lager",12,"Cigar City Brewing Company","Tampa"," FL"
"Summer of Lager",657,0.062,18,146,"Munich Helles Lager",12,"Cisco Brewers","Nantucket"," MA"
"Twisted Helles Summer Lager",1208,0.055,18,254,"Munich Helles Lager",12,"Frankenmuth Brewery","Frankenmuth"," MI"
"Bat Outta Helles",2524,0.042,20,67,"Munich Helles Lager",12,"Freetail Brewing Company","San Antonio"," TX"
"Hangar 24 Helles Lager",1015,0.043,14,477,"Munich Helles Lager",12,"Hangar 24 Craft Brewery","Redlands"," CA"
"Bikini Blonde Lager",33,0.045,18,376,"Munich Helles Lager",12,"Maui Brewing Company","Lahaina"," HI"
"When Helles Freezes Over",1756,0.056,18,327,"Munich Helles Lager",12,"Morgan Street Brewery","Saint Louis"," MO"
"Hideout Helles",1463,0.069,17,136,"Munich Helles Lager",12,"Pug Ryan's Brewery","Dillon"," CO"
"Rahr's Blonde",2269,0.046,18,177,"Munich Helles Lager",12,"Rahr & Sons Brewing Company","Fort Worth"," TX"
"Schlafly Summer Lager",53,0.045,17,429,"Munich Helles Lager",12,"Schlafly Brewing Company","Saint Louis"," MO"
"Helles Golden Lager",1123,0.049,18,372,"Munich Helles Lager",12,"Sly Fox Brewing Company","Pottstown"," PA"
"The Gilded Age",2037,0.045,18,244,"Munich Helles Lager",12,"Two Henrys Brewing Company","Plant City"," FL"
"Ambitious Lager",813,0.05,18,500,"Munich Helles Lager",16,"Wildwood Brewing Company","Stevensville"," MT"
"Black Exodus",2261,0.077,29,178,"Oatmeal Stout",12,"18th Street Brewery","Gary"," IN"
"Barney Flats Oatmeal Stout",1520,0.057,13,172,"Oatmeal Stout",12,"Anderson Valley Brewing Company","Boonville"," CA"
"Barney Flats Oatmeal Stout",1221,0.057,13,172,"Oatmeal Stout",12,"Anderson Valley Brewing Company","Boonville"," CA"
"Barney Flats Oatmeal Stout (2012)",572,0.057,13,172,"Oatmeal Stout",12,"Anderson Valley Brewing Company","Boonville"," CA"
"Oaky's Oatmeal Stout",409,0.047,29,543,"Oatmeal Stout",16,"Angry Minnow Brewing Company","Hayward"," WI"
"Morning Wood",986,0.055,35,445,"Oatmeal Stout",16,"Big Wood Brewery","Vadnais Heights"," MN"
"Viking Ice Hole",2241,0.063,29,11,"Oatmeal Stout",16,"Brewery Vivant","Grand Rapids"," MI"
"Core Oatmeal Stout",1337,0.057,29,140,"Oatmeal Stout",12,"Core Brewing & Distilling Company","Springdale"," AR"
"Crabtree Oatmeal Stout",659,0.075,29,516,"Oatmeal Stout",16,"Crabtree Brewing Company","Greeley"," CO"
"Feel Like Maplin' Love",2613,0.055,29,23,"Oatmeal Stout",16,"Four Fathers Brewing ","Valparaiso"," IN"
"Coffee Oatmeal Stout",311,0.06,54,479,"Oatmeal Stout",12,"Good People Brewing Company","Birmingham"," AL"
"All Aboard! Anniversary Stout",1880,0.071,29,44,"Oatmeal Stout",12,"Rivertowne Brewing Company","Export"," PA"
"Hipster Breakfast",1120,0.058,40,134,"Oatmeal Stout",16,"Southern Prohibition Brewing Com...","Hattiesburg"," MS"
"Midnight Oil",1239,0.05,38,448,"Oatmeal Stout",12,"Swamp Head Brewery","Gainesville"," FL"
"Vanilla Bean Buffalo Sweat",1063,0.05,20,46,"Oatmeal Stout",16,"Tallgrass Brewing Company","Manhattan"," KS"
